timestamp,username,login_hour,failed_logins,files_accessed,download_mb,new_ip
2026-08-04 14:52:54.345497,user05,10,1,21,60,0
2026-08-04 14:51:54.345502,user02,13,1,26,49,0
2026-08-04 14:50:54.345507,user04,13,2,16,50,0
2026-08-04 14:49:54.345512,user03,15,0,9,88,0
2026-08-04 14:48:54.345516,user05,8,0,25,77,0
2026-08-04 14:47:54.345521,user01,12,2,26,1,1
2026-08-04 14:46:54.345526,user04,10,0,16,51,0
2026-08-04 14:45:54.345531,user01,14,1,12,16,0
2026-08-04 14:44:54.345535,user04,8,2,19,69,0
2026-08-04 14:43:54.345539,user03,17,0,12,72,0
2026-08-04 14:42:54.345544,user03,10,0,26,64,0
2026-08-04 14:41:54.345548,user04,9,2,20,61,0
2026-08-04 14:40:54.345553,user02,11,0,26,42,0
2026-08-04 14:39:54.345557,user05,18,2,11,58,0
2026-08-04 14:38:54.345561,user02,14,1,30,66,1
2026-08-04 14:37:54.345566,user02,16,2,13,17,0
2026-08-04 14:36:54.345574,user01,18,1,13,75,0
2026-08-04 14:35:54.345578,user04,16,0,7,53,0
2026-08-04 14:34:54.345583,user02,16,0,28,23,1
2026-08-04 14:33:54.345587,user03,12,1,11,61,0
2026-08-04 14:32:54.345594,user04,9,2,14,48,0
2026-08-04 14:31:54.345599,user05,13,0,25,31,0
2026-08-04 14:30:54.345605,user04,13,2,14,84,0
2026-08-04 14:29:54.345611,user02,11,0,18,18,0
2026-08-04 14:28:54.345616,user05,11,2,8,33,0
2026-08-04 14:27:54.345621,user03,14,1,28,40,0
2026-08-04 14:26:54.345625,user01,16,1,22,97,1
2026-08-04 14:25:54.345629,user04,8,0,29,34,1
2026-08-04 14:24:54.345634,user01,12,0,27,83,0
2026-08-04 14:23:54.345638,user04,14,0,16,68,0
2026-08-04 14:22:54.345643,user03,17,0,15,71,0
2026-08-04 14:21:54.345647,user02,9,1,28,17,0
2026-08-04 14:20:54.345652,user05,14,1,20,27,0
2026-08-04 14:19:54.345657,user03,12,1,23,71,0
2026-08-04 14:18:54.345661,user03,17,1,17,41,1
2026-08-04 14:17:54.345666,user03,18,2,10,29,1
2026-08-04 14:16:54.345671,user04,10,2,26,49,0
2026-08-04 14:15:54.345677,user05,8,0,24,11,0
2026-08-04 14:14:54.345682,user04,17,1,15,64,1
2026-08-04 14:13:54.345690,user05,9,2,10,12,1
2026-08-04 14:12:54.345694,user01,12,0,8,26,0
2026-08-04 14:11:54.345702,user03,10,0,6,84,0
2026-08-04 14:10:54.345707,user01,11,0,22,26,0
2026-08-04 14:09:54.345711,user01,18,0,11,71,1
2026-08-04 14:08:54.345716,user03,17,1,21,36,0
2026-08-04 14:07:54.345720,user03,12,0,9,41,0
2026-08-04 14:06:54.345725,user05,15,2,19,95,0
2026-08-04 14:05:54.345730,user02,8,2,27,97,0
2026-08-04 14:04:54.345761,user02,10,0,28,40,1
2026-08-04 14:03:54.345777,user03,8,1,24,14,0
2026-08-04 14:02:54.345783,user05,16,0,8,60,1
2026-08-04 14:01:54.345787,user05,12,2,5,49,1
2026-08-04 14:00:54.345791,user02,11,0,15,44,1
2026-08-04 13:59:54.345796,user03,11,1,7,57,0
2026-08-04 13:58:54.345801,user01,8,2,5,17,0
2026-08-04 13:57:54.345805,user05,8,1,16,73,0
2026-08-04 13:56:54.345809,user04,16,2,19,10,0
2026-08-04 13:55:54.345820,user04,14,1,12,70,0
2026-08-04 13:54:54.345824,user02,9,2,12,71,0
2026-08-04 13:53:54.345830,user03,10,0,11,34,1
2026-08-04 13:52:54.345834,user02,18,1,17,72,0
2026-08-04 13:51:54.345838,user02,8,1,13,43,0
2026-08-04 13:50:54.345843,user05,16,2,11,97,1
2026-08-04 13:49:54.345847,user03,9,1,25,55,0
2026-08-04 13:48:54.345851,user03,11,2,22,9,0
2026-08-04 13:47:54.345855,user02,18,0,20,49,0
2026-08-04 13:46:54.345860,user05,16,1,12,28,1
2026-08-04 13:45:54.345864,user04,9,0,22,26,0
2026-08-04 13:44:54.345868,user04,11,2,17,68,1
2026-08-04 13:43:54.345871,user04,8,2,10,13,0
2026-08-04 13:42:54.345874,user02,12,2,25,19,0
2026-08-04 13:41:54.345878,user02,15,1,29,69,0
2026-08-04 13:40:54.345881,user03,12,0,7,87,0
2026-08-04 13:39:54.345884,user03,9,1,24,40,0
2026-08-04 13:38:54.345888,user03,18,1,11,38,0
2026-08-04 13:37:54.345891,user05,13,2,11,48,1
2026-08-04 13:36:54.345894,user02,10,1,26,47,0
2026-08-04 13:35:54.345898,user01,8,0,21,11,0
2026-08-04 13:34:54.345902,user02,11,1,12,21,0
2026-08-04 13:33:54.345905,user04,18,0,20,63,0
2026-08-04 13:32:54.345909,user04,12,0,11,49,0
2026-08-04 13:31:54.345913,user05,9,2,28,98,1
2026-08-04 13:30:54.345916,user03,14,0,26,29,0
2026-08-04 13:29:54.345920,user04,12,2,13,90,0
2026-08-04 13:28:54.345923,user04,15,0,29,68,0
2026-08-04 13:27:54.345926,user01,12,0,23,64,0
2026-08-04 13:26:54.345929,user04,8,1,5,28,0
2026-08-04 13:25:54.345933,user05,14,1,18,93,0
2026-08-04 13:24:54.345936,user02,9,1,9,9,0
2026-08-04 13:23:54.345940,user02,8,2,10,95,0
2026-08-04 13:22:54.345943,user01,13,2,10,71,0
2026-08-04 13:21:54.345947,user04,9,0,25,16,0
2026-08-04 13:20:54.345951,user02,15,0,18,45,0
2026-08-04 13:19:54.345956,user02,10,1,18,63,0
2026-08-04 13:18:54.345959,user04,17,2,24,22,0
2026-08-04 13:17:54.345963,user04,18,2,15,3,1
2026-08-04 13:16:54.345968,user04,15,1,8,57,0
2026-08-04 13:15:54.345971,user02,16,1,12,91,0
2026-08-04 13:14:54.345977,user02,15,1,30,31,0
2026-08-04 13:13:54.345980,user01,14,2,10,43,0
2026-08-04 13:12:54.345984,user04,11,1,20,78,1
2026-08-04 13:11:54.345988,user05,8,2,12,62,0
2026-08-04 13:10:54.345993,user01,18,1,7,87,0
2026-08-04 13:09:54.345997,user05,17,2,29,60,0
2026-08-04 13:08:54.346001,user05,12,0,5,7,1
2026-08-04 13:07:54.346004,user03,17,0,27,89,1
2026-08-04 13:06:54.346007,user03,16,1,26,18,0
2026-08-04 13:05:54.346011,user03,14,0,6,86,0
2026-08-04 13:04:54.346014,user05,17,1,11,52,0
2026-08-04 13:03:54.346019,user02,14,0,23,76,1
2026-08-04 13:02:54.346022,user01,9,0,21,77,0
2026-08-04 13:01:54.346026,user05,9,2,29,23,0
2026-08-04 13:00:54.346029,user03,17,2,15,86,1
2026-08-04 12:59:54.346034,user05,14,0,13,37,0
2026-08-04 12:58:54.346037,user03,10,1,7,57,0
2026-08-04 12:57:54.346040,user03,11,2,18,64,0
2026-08-04 12:56:54.346042,user05,15,0,10,75,0
2026-08-04 12:55:54.346046,user04,10,0,13,47,0
2026-08-04 12:54:54.346049,user04,8,2,17,51,0
2026-08-04 12:53:54.346053,user05,14,2,23,73,0
2026-08-04 12:52:54.346057,user05,16,0,6,18,0
2026-08-04 12:51:54.346063,user02,9,1,28,27,1
2026-08-04 12:50:54.346068,user04,17,2,23,21,0
2026-08-04 12:49:54.346072,user01,17,0,16,62,0
2026-08-04 12:48:54.346077,user03,15,0,14,2,1
2026-08-04 12:47:54.346081,user04,10,2,30,43,0
2026-08-04 12:46:54.346086,user03,16,1,27,44,1
2026-08-04 12:45:54.346091,user03,11,2,24,6,0
2026-08-04 12:44:54.346095,user03,14,1,17,17,0
2026-08-04 12:43:54.346100,user03,10,0,16,33,0
2026-08-04 12:42:54.346104,user02,13,2,6,32,0
2026-08-04 12:41:54.346109,user01,11,0,30,42,0
2026-08-04 12:40:54.346112,user05,17,0,23,69,0
2026-08-04 12:39:54.346117,user04,15,0,28,18,1
2026-08-04 12:38:54.346122,user05,12,2,16,35,0
2026-08-04 12:37:54.346126,user05,10,1,5,99,0
2026-08-04 12:36:54.346131,user05,9,0,26,70,1
2026-08-04 12:35:54.346137,user04,10,1,7,23,0
2026-08-04 12:34:54.346142,user02,13,0,20,43,0
2026-08-04 12:33:54.346146,user03,13,0,21,26,0
2026-08-04 12:32:54.346151,user05,10,1,9,12,0
2026-08-04 12:31:54.346156,user03,15,0,27,55,0
2026-08-04 12:30:54.346160,user03,13,0,23,19,1
2026-08-04 12:29:54.346166,user02,18,0,15,95,1
2026-08-04 12:28:54.346172,user01,10,1,26,32,0
2026-08-04 12:27:54.346177,user03,8,2,23,24,0
2026-08-04 12:26:54.346182,user04,8,0,12,24,0
2026-08-04 12:25:54.346187,user01,15,1,6,98,1
2026-08-04 12:24:54.346192,user01,13,0,21,42,0
2026-08-04 12:23:54.346196,user05,18,2,5,86,0
2026-08-04 12:22:54.346201,user03,11,0,23,34,0
2026-08-04 12:21:54.346206,user01,10,0,15,83,0
2026-08-04 12:20:54.346211,user01,11,1,15,5,0
2026-08-04 12:19:54.346215,user04,10,1,9,2,0
2026-08-04 12:18:54.346220,user03,8,0,20,74,1
2026-08-04 12:17:54.346225,user03,11,0,12,0,0
2026-08-04 12:16:54.346231,user02,13,2,11,31,0
2026-08-04 12:15:54.346237,user01,9,0,9,27,0
2026-08-04 12:14:54.346242,user04,10,1,26,20,1
2026-08-04 12:13:54.346247,user05,13,0,23,28,0
2026-08-04 12:12:54.346251,user03,10,0,19,47,0
2026-08-04 12:11:54.346258,user05,17,0,21,1,0
2026-08-04 12:10:54.346265,user01,11,0,30,70,1
2026-08-04 12:09:54.346270,user02,10,2,14,96,1
2026-08-04 12:08:54.346274,user01,9,2,6,62,0
2026-08-04 12:07:54.346281,user04,14,2,8,0,0
2026-08-04 12:06:54.346286,user03,14,2,29,61,0
2026-08-04 12:05:54.346291,user02,13,0,21,18,0
2026-08-04 12:04:54.346295,user03,16,0,12,41,0
2026-08-04 12:03:54.346300,user02,11,0,12,36,0
2026-08-04 12:02:54.346304,user01,18,1,22,32,0
2026-08-04 12:01:54.346308,user01,10,0,20,68,0
2026-08-04 12:00:54.346313,user05,17,2,26,69,1
2026-08-04 11:59:54.346319,user04,10,0,17,86,1
2026-08-04 11:58:54.346323,user01,12,0,14,83,0
2026-08-04 11:57:54.346329,user01,15,1,18,71,0
2026-08-04 11:56:54.346336,user04,9,1,22,40,0
2026-08-04 11:55:54.346341,user05,17,2,22,4,0
2026-08-04 11:54:54.346347,user04,17,0,10,60,1
2026-08-04 11:53:54.346353,user01,8,1,16,41,0
2026-08-04 11:52:54.346358,user04,10,1,13,88,1
2026-08-04 11:51:54.346362,user02,15,1,5,46,1
2026-08-04 11:50:54.346368,user04,13,2,17,39,0
2026-08-04 11:49:54.346372,user01,14,0,9,5,0
2026-08-04 11:48:54.346379,user03,11,0,15,28,0
2026-08-04 11:47:54.346385,user04,14,2,22,23,0
2026-08-04 11:46:54.346393,user03,16,0,5,27,1
2026-08-04 11:45:54.346398,user01,8,2,16,98,0
2026-08-04 11:44:54.346402,user05,13,0,7,24,0
2026-08-04 11:43:54.346408,user05,13,1,5,11,0
2026-08-04 11:42:54.346414,user04,16,1,21,72,0
2026-08-04 11:41:54.346420,user05,9,1,12,15,0
2026-08-04 11:40:54.346427,user01,13,0,26,91,1
2026-08-04 11:39:54.346438,user05,11,1,25,45,0
2026-08-04 11:38:54.346444,user05,8,2,17,64,0
2026-08-04 11:37:54.346450,user02,9,1,21,97,0
2026-08-04 11:36:54.346457,user02,10,1,10,64,0
2026-08-04 11:35:54.346463,user02,11,2,26,4,0
2026-08-04 11:34:54.346469,user04,17,2,12,55,1
2026-08-04 11:33:54.346474,user03,10,1,18,83,1
2026-08-04 11:32:54.346479,user05,8,0,6,59,0
2026-08-04 11:31:54.346484,user05,8,1,27,45,0
2026-08-04 11:30:54.346489,user05,8,0,28,1,0
2026-08-04 11:29:54.346494,user01,17,2,5,64,1
2026-08-04 11:28:54.346499,user01,10,0,10,83,0
2026-08-04 11:27:54.346505,user04,8,0,16,52,0
2026-08-04 11:26:54.346510,user04,16,2,27,79,0
2026-08-04 11:25:54.346516,user05,18,2,5,17,1
2026-08-04 11:24:54.346521,user03,12,0,7,54,1
2026-08-04 11:23:54.346525,user01,12,0,19,64,0
2026-08-04 11:22:54.346530,user03,8,0,26,30,0
2026-08-04 11:21:54.346536,user03,11,1,6,30,1
2026-08-04 11:20:54.346541,user05,9,1,18,95,0
2026-08-04 11:19:54.346546,user01,10,2,27,24,0
2026-08-04 11:18:54.346551,user03,13,0,12,63,0
2026-08-04 11:17:54.346558,user03,18,1,12,62,0
2026-08-04 11:16:54.346562,user05,9,0,19,68,0
2026-08-04 11:15:54.346569,user02,15,1,12,90,0
2026-08-04 11:14:54.346574,user03,10,2,10,87,0
2026-08-04 11:13:54.346579,user05,9,2,27,62,0
2026-08-04 11:12:54.346583,user04,17,2,16,96,0
2026-08-04 11:11:54.346589,user05,18,0,24,18,0
2026-08-04 11:10:54.346594,user04,11,0,18,69,0
2026-08-04 11:09:54.346599,user04,15,2,20,79,0
2026-08-04 11:08:54.346603,user05,16,0,10,52,0
2026-08-04 11:07:54.346609,user04,18,2,7,80,0
2026-08-04 11:06:54.346613,user01,8,2,11,62,0
2026-08-04 11:05:54.346619,user02,12,2,9,89,0
2026-08-04 11:04:54.346623,user05,8,1,11,32,1
2026-08-04 11:03:54.346628,user04,9,1,21,10,0
2026-08-04 11:02:54.346632,user01,14,0,10,38,1
2026-08-04 11:01:54.346636,user03,8,2,7,70,0
2026-08-04 11:00:54.346642,user01,13,0,14,90,0
2026-08-04 10:59:54.346647,user02,17,1,12,44,1
2026-08-04 10:58:54.346654,user04,14,2,16,78,0
2026-08-04 10:57:54.346660,user03,14,0,16,75,0
2026-08-04 10:56:54.346664,user05,18,1,20,51,0
2026-08-04 10:55:54.346669,user02,15,2,24,8,0
2026-08-04 10:54:54.346675,user04,13,1,22,43,0
2026-08-04 10:53:54.346680,user05,13,0,9,57,0
2026-08-04 10:52:54.346684,user01,9,0,5,54,0
2026-08-04 10:51:54.346690,user05,14,2,26,67,1
2026-08-04 10:50:54.346695,user03,8,1,17,1,0
2026-08-04 10:49:54.346699,user01,18,2,9,31,0
2026-08-04 10:48:54.346704,user01,13,0,14,100,0
2026-08-04 10:47:54.346710,user04,13,1,20,31,0
2026-08-04 10:46:54.346715,user03,16,0,30,5,0
2026-08-04 10:45:54.346720,user04,12,1,11,15,0
2026-08-04 10:44:54.346727,user05,10,0,17,7,0
2026-08-04 10:43:54.346731,user01,12,2,13,70,1
2026-08-04 10:42:54.346736,user02,16,2,20,5,0
2026-08-04 10:41:54.346742,user03,12,1,7,30,0
2026-08-04 10:40:54.346746,user02,18,1,13,77,0
2026-08-04 10:39:54.346751,user01,16,0,16,53,0
2026-08-04 10:38:54.346757,user04,15,2,10,9,0
2026-08-04 10:37:54.346763,user01,13,2,7,58,0
2026-08-04 10:36:54.346768,user01,12,0,24,1,1
2026-08-04 10:35:54.346773,user03,9,2,25,72,0
2026-08-04 10:34:54.346778,user01,16,0,7,60,0
2026-08-04 10:33:54.346783,user02,12,2,30,2,0
2026-08-04 10:32:54.346787,user02,14,2,17,62,0
2026-08-04 10:31:54.346792,user02,15,2,18,36,0
2026-08-04 10:30:54.346797,user04,9,0,10,62,0
2026-08-04 10:29:54.346802,user04,12,2,27,21,0
2026-08-04 10:28:54.346806,user05,18,1,13,91,0
2026-08-04 10:27:54.346810,user04,15,0,6,46,0
2026-08-04 10:26:54.346815,user01,8,2,17,2,1
2026-08-04 10:25:54.346819,user03,18,1,17,90,0
2026-08-04 10:24:54.346824,user01,13,1,10,17,0
2026-08-04 10:23:54.346828,user04,15,2,8,81,0
2026-08-04 10:22:54.346833,user02,12,1,9,99,0
2026-08-04 10:21:54.346840,user02,13,2,22,99,1
2026-08-04 10:20:54.346844,user05,9,2,21,87,1
2026-08-04 10:19:54.346850,user04,9,1,25,82,1
2026-08-04 10:18:54.346855,user01,15,0,29,78,0
2026-08-04 10:17:54.346860,user05,11,1,11,65,0
2026-08-04 10:16:54.346864,user01,10,0,10,28,0
2026-08-04 10:15:54.346869,user04,8,0,27,50,0
2026-08-04 10:14:54.346873,user03,9,0,20,43,0
2026-08-04 10:13:54.346878,user04,8,2,16,12,0
2026-08-04 10:12:54.346882,user04,12,0,17,59,1
2026-08-04 10:11:54.346891,user02,8,0,18,73,0
2026-08-04 10:10:54.346896,user05,12,2,9,78,0
2026-08-04 10:09:54.346900,user03,18,0,8,11,0
2026-08-04 10:08:54.346905,user03,16,1,8,55,0
2026-08-04 10:07:54.346909,user01,14,1,18,94,0
2026-08-04 10:06:54.346913,user03,11,1,30,8,0
2026-08-04 10:05:54.346918,user05,16,0,16,62,0
2026-08-04 10:04:54.346923,user05,14,0,26,87,1
2026-08-04 10:03:54.346928,user01,12,2,19,8,0
2026-08-04 10:02:54.346932,user03,13,1,29,17,0
2026-08-04 10:01:54.346937,user04,16,2,22,74,0
2026-08-04 10:00:54.346942,user03,11,0,24,48,0
2026-08-04 09:59:54.346949,user04,12,0,16,22,0
2026-08-04 09:58:54.346955,user01,10,2,25,31,0
2026-08-04 09:57:54.346960,user05,11,0,20,48,0
2026-08-04 09:56:54.346966,user03,8,1,8,85,0
2026-08-04 09:55:54.346971,user04,8,2,29,40,0
2026-08-04 09:54:54.346975,user04,13,1,29,54,1
2026-08-04 09:53:54.346980,user04,13,1,8,33,0
2026-08-04 09:52:54.346985,user05,14,0,11,68,0
2026-08-04 09:51:54.346991,user05,11,0,8,9,0
2026-08-04 09:50:54.346995,user04,15,0,28,94,0
2026-08-04 09:49:54.347000,user02,8,0,26,80,0
2026-08-04 09:48:54.347004,user04,13,0,29,45,0
2026-08-04 09:47:54.347008,user03,14,2,14,45,0
2026-08-04 09:46:54.347013,user05,15,0,13,84,0
2026-08-04 09:45:54.347019,user03,13,0,16,36,0
2026-08-04 09:44:54.347024,user03,14,0,5,86,0
2026-08-04 09:43:54.347029,user05,9,0,7,20,0
2026-08-04 09:42:54.347033,user03,16,0,20,94,1
2026-08-04 09:41:54.347038,user02,8,2,13,35,0
2026-08-04 09:40:54.347047,user02,16,0,22,86,1
2026-08-04 09:39:54.347052,user04,12,0,24,33,0
2026-08-04 09:38:54.347057,user01,15,0,29,11,1
2026-08-04 09:37:54.347062,user02,12,2,26,47,0
2026-08-04 09:36:54.347067,user05,17,2,21,88,0
2026-08-04 09:35:54.347071,user05,12,0,8,58,0
2026-08-04 09:34:54.347077,user03,18,2,6,38,0
2026-08-04 09:33:54.347082,user05,16,1,22,11,1
2026-08-04 09:32:54.347087,user03,8,1,7,20,0
2026-08-04 09:31:54.347092,user04,15,2,12,66,0
2026-08-04 09:30:54.347097,user02,14,1,26,66,0
2026-08-04 09:29:54.347102,user01,17,2,25,45,1
2026-08-04 09:28:54.347107,user02,17,0,16,22,0
2026-08-04 09:27:54.347111,user02,14,1,19,98,1
2026-08-04 09:26:54.347115,user05,8,0,8,77,0
2026-08-04 09:25:54.347120,user04,10,1,19,95,0
2026-08-04 09:24:54.347125,user02,17,0,9,49,1
2026-08-04 09:23:54.347129,user02,9,2,26,52,0
2026-08-04 09:22:54.347134,user02,11,2,18,66,0
2026-08-04 09:21:54.347139,user03,14,1,10,91,0
2026-08-04 09:20:54.347147,user03,16,2,26,56,0
2026-08-04 09:19:54.347152,user02,12,0,13,74,0
2026-08-04 09:18:54.347156,user04,11,1,26,76,0
2026-08-04 09:17:54.347160,user01,8,2,26,15,0
2026-08-04 09:16:54.347164,user01,14,1,11,12,0
2026-08-04 09:15:54.347169,user05,16,0,9,10,0
2026-08-04 09:14:54.347173,user05,18,0,5,47,0
2026-08-04 09:13:54.347178,user04,18,1,7,83,1
2026-08-04 09:12:54.347182,user05,8,1,10,88,0
2026-08-04 09:11:54.347187,user03,13,0,16,75,1
2026-08-04 09:10:54.347191,user02,8,0,10,98,0
2026-08-04 09:09:54.347195,user05,17,2,14,16,1
2026-08-04 09:08:54.347199,user04,12,0,27,30,0
2026-08-04 09:07:54.347204,user02,12,0,29,23,1
2026-08-04 09:06:54.347209,user04,16,2,7,37,1
2026-08-04 09:05:54.347213,user04,12,1,11,4,0
2026-08-04 09:04:54.347217,user01,11,1,17,3,0
2026-08-04 09:03:54.347221,user03,12,0,10,35,0
2026-08-04 09:02:54.347226,user01,18,0,8,6,1
2026-08-04 09:01:54.347231,user01,12,1,25,48,0
2026-08-04 09:00:54.347236,user04,18,0,23,80,0
2026-08-04 08:59:54.347240,user04,10,2,21,86,1
2026-08-04 08:58:54.347244,user05,8,0,15,73,1
2026-08-04 08:57:54.347248,user01,17,0,27,73,0
2026-08-04 08:56:54.347254,user05,10,2,11,73,0
2026-08-04 08:55:54.347259,user02,18,2,20,15,0
2026-08-04 08:54:54.347263,user01,9,0,17,18,1
2026-08-04 08:53:54.347267,user03,14,1,13,16,0
2026-08-04 08:52:54.347271,user04,11,2,28,49,1
2026-08-04 08:51:54.347275,user05,17,2,24,4,0
2026-08-04 08:50:54.347279,user05,15,0,29,32,0
2026-08-04 08:49:54.347283,user03,13,1,24,25,0
2026-08-04 08:48:54.347287,user02,14,1,15,97,0
2026-08-04 08:47:54.347291,user04,17,2,22,62,0
2026-08-04 08:46:54.347295,user05,12,2,15,33,0
2026-08-04 08:45:54.347299,user05,14,0,10,100,0
2026-08-04 08:44:54.347304,user04,11,2,8,23,0
2026-08-04 08:43:54.347308,user04,11,0,15,76,0
2026-08-04 08:42:54.347312,user02,14,1,19,65,0
2026-08-04 08:41:54.347320,user02,18,0,23,95,0
2026-08-04 08:40:54.347324,user01,8,1,25,97,0
2026-08-04 08:39:54.347328,user04,10,1,17,23,0
2026-08-04 08:38:54.347333,user01,10,2,26,38,0
2026-08-04 08:37:54.347337,user04,15,0,17,16,0
2026-08-04 08:36:54.347343,user05,11,0,11,52,1
2026-08-04 08:35:54.347348,user01,16,1,5,71,1
2026-08-04 08:34:54.347353,user01,18,2,7,35,1
2026-08-04 08:33:54.347357,user01,15,0,22,87,0
2026-08-04 08:32:54.347362,user03,18,1,23,7,0
2026-08-04 08:31:54.347369,user02,17,0,27,75,0
2026-08-04 08:30:54.347375,user02,8,1,23,19,1
2026-08-04 08:29:54.347380,user05,11,0,22,12,1
2026-08-04 08:28:54.347385,user03,17,2,10,36,0
2026-08-04 08:27:54.347389,user04,16,0,6,48,1
2026-08-04 08:26:54.347393,user05,16,0,30,81,0
2026-08-04 08:25:54.347398,user03,18,2,16,93,0
2026-08-04 08:24:54.347402,user05,15,2,15,88,1
2026-08-04 08:23:54.347406,user05,15,2,23,4,0
2026-08-04 08:22:54.347412,user04,12,0,6,86,0
2026-08-04 08:21:54.347417,user01,8,2,8,53,0
2026-08-04 08:20:54.347422,user04,8,0,14,7,0
2026-08-04 08:19:54.347426,user03,9,0,12,99,1
2026-08-04 08:18:54.347431,user03,16,2,24,74,1
2026-08-04 08:17:54.347436,user05,10,1,10,97,0
2026-08-04 08:16:54.347440,user02,8,0,13,39,1
2026-08-04 08:15:54.347445,user02,17,0,28,70,1
2026-08-04 08:14:54.347449,user01,11,0,25,1,0
2026-08-04 08:13:54.347454,user01,12,2,26,64,1
2026-08-04 08:12:54.347458,user05,8,2,14,43,0
2026-08-04 08:11:54.347463,user04,14,0,19,76,0
2026-08-04 08:10:54.347466,user03,10,2,15,20,1
2026-08-04 08:09:54.347471,user01,12,2,17,5,0
2026-08-04 08:08:54.347475,user02,10,1,5,12,0
2026-08-04 08:07:54.347480,user05,12,2,6,36,1
2026-08-04 08:06:54.347484,user04,17,2,15,46,1
2026-08-04 08:05:54.347488,user03,14,1,11,16,0
2026-08-04 08:04:54.347492,user02,8,1,19,18,1
2026-08-04 08:03:54.347496,user02,10,0,15,89,0
2026-08-04 08:02:54.347523,user03,10,2,18,76,0
2026-08-04 08:01:54.347527,user04,15,2,18,81,1
2026-08-04 08:00:54.347560,user04,10,2,9,65,0
2026-08-04 07:59:54.347567,user04,18,2,28,31,0
2026-08-04 07:58:54.347571,user03,15,1,10,60,0
2026-08-04 07:57:54.347575,user05,8,1,26,97,0
2026-08-04 07:56:54.347579,user01,8,2,27,48,1
2026-08-04 07:55:54.347583,user03,12,0,30,54,1
2026-08-04 07:54:54.347587,user01,14,2,22,95,0
2026-08-04 07:53:54.347591,user03,15,1,19,100,1
2026-08-04 07:52:54.347595,user05,10,1,26,73,0
2026-08-04 07:51:54.347600,user02,15,0,27,27,0
2026-08-04 07:50:54.347605,user01,9,2,29,14,1
2026-08-04 07:49:54.347609,user01,10,0,23,31,0
2026-08-04 07:48:54.347614,user02,9,1,19,62,0
2026-08-04 07:47:54.347618,user05,10,0,23,1,0
2026-08-04 07:46:54.347622,user02,9,1,10,56,0
2026-08-04 07:45:54.347626,user04,18,0,17,49,0
2026-08-04 07:44:54.347630,user02,16,2,5,67,1
2026-08-04 07:43:54.347635,user01,16,2,30,14,0
2026-08-04 07:42:54.347639,user01,15,1,9,98,1
2026-08-04 07:41:54.347643,user01,15,2,15,18,1
2026-08-04 07:40:54.347647,user04,18,0,5,99,0
2026-08-04 07:39:54.347651,user02,13,1,22,60,0
2026-08-04 07:38:54.347655,user03,12,1,25,89,0
2026-08-04 07:37:54.347659,user05,15,1,26,39,0
2026-08-04 07:36:54.347663,user01,18,1,16,35,0
2026-08-04 07:35:54.347668,user05,16,2,19,29,0
2026-08-04 07:34:54.347672,user04,18,0,15,23,0
2026-08-04 07:33:54.347676,user02,16,1,6,92,0
2026-08-04 07:32:54.347681,user03,9,1,17,74,0
2026-08-04 07:31:54.347686,user04,13,1,23,100,0
2026-08-04 07:30:54.347694,user03,16,0,8,22,0
2026-08-04 07:29:54.347698,user05,13,2,10,100,0
2026-08-04 07:28:54.347702,user05,17,2,29,22,0
2026-08-04 07:27:54.347706,user05,17,2,5,13,0
2026-08-04 07:26:54.347711,user03,13,1,5,21,0
2026-08-04 07:25:54.347715,user02,11,0,17,23,1
2026-08-04 07:24:54.347720,user03,13,2,17,2,0
2026-08-04 07:23:54.347725,user03,14,0,9,89,1
2026-08-04 07:22:54.347728,user02,9,2,25,0,0
2026-08-04 07:21:54.347732,user05,13,2,19,93,0
2026-08-04 07:20:54.347736,user03,16,1,8,70,0
2026-08-04 07:19:54.347740,user02,11,1,17,100,1
2026-08-04 07:18:54.347744,user04,18,1,22,5,1
2026-08-04 07:17:54.347749,user02,10,0,23,95,0
2026-08-04 07:16:54.347753,user02,12,2,8,68,0
2026-08-04 07:15:54.347757,user02,16,1,9,68,0
2026-08-04 07:14:54.347761,user05,12,2,20,14,1
2026-08-04 07:13:54.347765,user03,12,0,19,61,1
2026-08-04 07:12:54.347770,user04,18,1,26,28,0
2026-08-04 07:11:54.347774,user02,9,0,8,89,0
2026-08-04 07:10:54.347778,user03,15,0,15,0,0
2026-08-04 07:09:54.347782,user05,11,2,17,13,0
2026-08-04 07:08:54.347786,user01,9,2,12,60,0
2026-08-04 07:07:54.347790,user03,11,1,9,38,0
2026-08-04 07:06:54.347794,user03,11,0,28,37,1
2026-08-04 07:05:54.347798,user02,15,1,11,87,0
2026-08-04 07:04:54.347801,user02,14,1,18,55,0
2026-08-04 07:03:54.348351,user04,9,2,21,4,1
2026-08-04 07:02:54.348381,user04,11,2,12,50,0
2026-08-04 07:01:54.348386,user01,10,2,16,61,0
2026-08-04 07:00:54.348391,user02,15,0,10,48,0
2026-08-04 06:59:54.348395,user03,15,1,24,34,1
2026-08-04 06:58:54.348399,user03,18,2,25,14,0
2026-08-04 06:57:54.348404,user04,16,1,8,86,0
2026-08-04 06:56:54.348409,user03,16,2,19,82,1
2026-08-04 06:55:54.348413,user05,11,0,27,28,1
2026-08-04 06:54:54.348417,user01,17,1,12,97,1
2026-08-04 06:53:54.348421,user05,14,0,22,69,0
2026-08-04 06:52:54.348425,user04,12,2,25,89,1
